Y1960,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017
0.0,22.6,37.8,2.5,0.0,4.1,0.0,4.6,0.0,0.5,0.0,0.0,0.0,2.5,6.9,67.3,0.0,10.4,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.4,5.7,0.0,3.9,3.9,62.2,0.0,5.0,11.6,6.3,0.0,0.0,0.0,33.8,0.0,24.2,35.6,35.7,9.4,0,0,0.0,27,0,7.2,10.6,0,0
0.0,0.0,8.6,6.1,6.9,0.0,0.0,20.8,0.0,5.3,0.0,18.3,0.0,0.0,0.0,0.0,0.0,6.1,1.5,0.0,0.0,4.5,0.6,0.0,0.0,0.0,53.7,3.5,0.0,0.0,0.0,24.8,0.0,17.2,3.1,12.9,0.0,17.2,10.3,0.0,0.0,18.0,0.0,25.0,0.0,0.0,11.8,91.2,0.0,0,0,0.0,0.2,6.3,12.7,1.6,0,0
0.0,0.0,12.4,60.5,18.0,0.0,0.0,5.1,0.0,0.0,7.4,7.9,2.0,0.0,0.0,0.5,0.0,0.0,0.0,49.8,0.0,0.0,0.0,0.0,6.6,0.0,1.1,57.6,0.0,0.0,0.0,36.0,0.5,3.7,0.0,38.8,0.0,1.0,0.0,0.4,0.0,0.0,0.0,42.5,0.0,14.2,0.0,56.1,0.0,0.1,0,0.0,0,0,27.3,14.1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,35.6,0.8,0.0,44.7,1.8,0.0,0.0,0.5,7.1,0.0,0.0,5.5,0.0,0.0,0.0,28.1,0.0,0.0,0.0,0.6,0.6,0.0,1.3,28.0,1.6,0.0,18.0,3.6,5.0,0.0,0.0,3.3,32.5,0.0,0.0,0.0,21.2,0.0,27.3,0,8.2,0,0,4.3,3.2,0,0
28.7,8.9,0.0,0.0,0.0,1.0,0.0,1.8,0.0,28.4,0.0,15.7,4.8,0.0,20.8,0.0,11.2,0.0,4.1,0.0,0.0,0.0,24.6,0.0,0.4,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.4,0.0,3.3,0.0,63.8,0.0,0.2,0,0.0,0,9.3,9.3,16.4,0,8
5.1,0.0,0.0,0.0,41.1,0.0,0.0,0.0,0.0,13.7,20.1,0.0,0.0,0.0,3.8,0.0,0.0,13.5,1.5,0.0,35.8,0.0,31.2,10.6,9.2,1.3,5.7,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,4.9,0.0,0.0,11.5,3.9,0.0,0.0,0.0,0.2,0.0,0.0,46.4,25.7,11.7,0.6,0,0.0,9.7,82.1,0.4,57.2,0,0
0.0,0.0,10.4,12.4,0.0,13.2,0.0,0.0,9.4,21.1,10.4,7.4,0.0,0.0,0.0,0.0,24.1,0.0,0.0,0.0,20.8,0.0,19.8,0.0,0.0,17.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,36.2,0,0.4,8.5,24.2,0,48.6,0,25.5
0.0,0.0,17.8,0.0,12.7,4.6,6.4,0.0,0.0,0.0,0.0,16.0,0.0,0.0,6.9,0.0,0.0,0.0,15.7,8.4,15.2,0.0,32.2,0.0,0.0,11.8,1.0,0.0,25.0,2.4,22.4,0.0,0.0,0.0,0.0,0.0,0.0,1.5,21.3,3.3,4.2,0.0,15.5,0.0,0.0,0.0,0.0,3.8,18.1,0,0.8,4.4,6.4,22.6,0,19.8,0,0
0.0,7.9,4.6,0.0,5.1,0.0,10.7,8.9,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,6.1,0.0,56.1,1.3,0.0,3.2,20.0,0.0,0.0,38.4,0.0,0.0,0.1,7.3,4.4,16.0,0.7,34.0,0.0,21.5,0.0,2.3,0.0,2.6,0.0,0.0,8.5,21.5,0.0,0.0,0.0,24.9,10.0,0,1.3,0.0,0,22.7,0,18.7,0,2.8
0.0,2.3,5.3,0.0,0.0,0.0,5.1,15.2,0.0,0.3,0.0,0.0,2.8,10.2,1.8,0.0,9.1,0.0,0.0,0.0,0.8,14.9,65.0,0.0,0.0,1.6,0.0,0.0,103.4,18.7,0.0,14.8,0.0,17.9,0.0,2.0,0.0,0.0,0.0,51.5,16.6,0.0,0.0,22.3,0.0,0.0,18.4,0.0,91.0,0,0,0.0,1.2,14,0,0,0,0
0.0,0.0,9.7,3.8,17.8,0.0,0.0,0.0,4.3,1.8,0.0,0.0,21.8,4.6,4.6,0.0,0.0,0.5,3.3,0.0,0.0,0.0,33.3,0.0,0.0,35.1,13.7,0.0,0.4,0.0,0.0,6.0,0.0,20.0,0.0,0.0,0.0,0.0,36.2,0.0,21.2,0.0,0.0,23.5,1.0,0.0,0.2,0.2,24.6,0.6,0,13.9,0,4.6,71.8,19.4,0,0.2
0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,55.7,0.0,0.0,73.5,0.0,0.0,0.0,0.6,6.1,4.0,96.5,3.2,0.0,1.5,0.0,22.1,0.3,0.0,7.8,0,0,2.2,0,2.8,0,63.2,0,1.2
0.0,0.0,3.6,18.8,0.0,1.3,0.0,0.0,10.4,0.0,1.5,30.7,3.8,134.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,9.2,0.0,0.0,26.1,0.1,2.3,0.0,0.0,0.0,0.0,0.6,0.0,28.0,0.0,0.0,21.5,2.8,0.9,8.2,0.0,52.0,0.0,0.0,0.0,1.7,0.0,0.0,24.2,11.4,0,26.9,0,0,0,24.9,0,12
0.0,0.0,0.0,5.8,4.3,49.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.6,0.0,0.0,0.0,4.5,0.0,0.0,0.0,1.9,19.3,0.0,0.0,14.6,1.5,0.0,12.5,15.5,0.0,22.0,1.1,2.0,3.6,0.0,0.0,0.0,2.1,69.4,19.6,0,0.6,2.3,10.2,0,1.1,16,0,1.2
0.0,0.0,0.0,1.0,0.0,4.6,0.0,0.0,0.0,7.6,0.0,0.0,7.6,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,3.0,2.5,0.0,0.0,0.0,0.7,1.8,40.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.3,50.2,0.0,0.0,25.0,0.0,0.0,0.0,6.2,0.0,0.0,13.7,0,0.0,1,0,0,2.7,76.7,2.6
0.0,0.0,46.7,35.8,0.0,0.0,8.9,0.0,0.0,1.5,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.6,0.0,3.2,7.4,0.0,4.3,0.0,10.5,0.0,0.0,3.2,0.0,0.0,8.1,45.5,0.0,7.6,0.0,40.5,0.0,0.0,0.0,17.0,3.2,0.0,0.0,0,2.8,0.0,1.5,0,0,0,0.6,0
0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.3,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,7.4,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,0.0,0.0,11.5,33.3,3.3,19.2,0.0,42.5,13.5,1.0,6.5,0.0,8.2,53.8,0.0,0.0,48.0,0.0,8.4,0.0,0.0,0,4.4,0.2,0,0,0,21.4,11.7,41.1
0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.8,30.0,1.3,0.0,0.0,8.8,50.0,0.7,0.0,0.0,1.2,5.0,0.0,0.0,25.5,0.0,0.0,0.0,1.2,25.3,0.0,19.4,16.0,0.0,67.8,0.0,0.0,2.0,2.5,12.6,0.2,0.0,4.8,0,0,17.4,6.4,3.3,0,21.1,0.1,22.3
0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,1.3,0.0,0.0,0.0,9.2,0.0,10.0,0.0,19.4,0.0,0.0,0.0,3.7,0.5,7.5,0.0,0.0,24.1,1.6,4.0,2.8,9.8,1.5,0.0,2.8,0.0,5.5,0.0,0.0,34.5,21.5,11.8,0,0.0,24.1,0,0,1.6,0,27.5
0.0,0.0,1.5,0.0,0.0,5.1,0.0,0.0,80.3,27.9,1.5,3.6,3.3,0.0,0.0,10.7,10.9,7.1,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,1.4,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.6,7.6,0.0,0.0,0.0,74.8,0.2,9.5,0.0,1.8,17.2,20.1,5.4,0,13.0,52.6,0.1,0,0,0,21.2
0.0,0.0,4.3,0.0,0.0,8.1,0.0,0.0,3.0,0.0,22.4,43.2,0.0,1.3,0.3,22.4,14.2,19.3,0.0,0.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,38.3,2.1,0.0,0.0,5.2,0.0,38.5,2.0,9.0,0.0,2.0,14.0,1.0,0,0,0.0,29.2,39.6,0,0,0,42.1
0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,76.2,0.0,3.8,34.3,20.8,0.0,6.9,0.0,0.0,1.5,16.0,0.0,0.0,0.0,2.3,0.0,0.3,18.3,25.9,4.0,63.6,0.0,0.0,14.0,0.0,4.5,6.9,0.0,0.3,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,39.4,3.9,0,3.8,0,0.4
0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.8,0.0,0.0,23.9,13.0,18.8,10.4,0.0,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,27.7,0.0,1.1,1.5,3.3,0.0,6.8,0.0,0.0,18.4,0.2,15.2,0.0,12.5,56.1,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0.0,8.9,0.4,8.3,0,0,1.5
0.0,0.0,0.0,11.2,0.0,0.0,0.0,15.7,1.0,0.0,17.5,33.5,0.0,23.1,0.0,0.0,0.0,0.0,11.7,0.0,29.5,0.0,1.7,2.6,0.0,0.1,14.8,0.0,2.5,23.7,0.0,0.0,0.5,0.0,0.2,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0,0,0.0,0,0,0,0,0,0
8.4,0.0,0.0,0.0,0.0,51.1,0.0,0.0,0.0,0.0,13.0,64.0,0.0,8.1,48.3,0.0,0.0,0.0,20.3,0.0,0.0,0.0,4.4,9.3,0.0,3.6,0.1,14.8,0.0,9.0,0.0,0.0,1.0,53.0,14.0,0.0,36.5,0.3,0.0,20.0,0.0,18.2,3.6,0.0,0.0,7.0,0.0,0.0,0.4,1.2,0,26.0,0,0,2.3,0.6,1.8,0.3
104.1,0.0,0.0,0.0,12.2,1.3,0.0,10.7,0.0,0.0,0.0,35.3,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,12.4,0.0,0.3,12.6,0.0,4.8,13.8,0.0,36.2,0.0,0.0,0.5,0.0,21.3,0.0,0.0,0.0,4.1,55.5,1.8,0.0,5.3,13.7,3.5,20.0,8.2,1.2,1.2,12.0,0,0.5,0.0,0,0,3.9,0,0,0
0.0,13.0,2.5,8.9,6.4,48.5,0.0,19.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.5,0.8,8.9,0.0,0.0,0.0,0.0,0.0,1.3,0.0,2.4,0.9,22.9,32.0,0.9,0.0,0.0,0.0,7.3,0.0,14.4,15.0,13.0,12.8,0.3,0.0,26.2,2.2,2.0,0.5,0.8,0.0,0.0,10.2,0,0,0.0,0.3,0.1,34.2,0,5.3,0
0.0,0.0,57.9,0.0,12.7,0.0,30.5,5.3,0.0,65.0,0.0,0.0,22.4,0.0,0.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,9.7,0.0,0.0,0.0,2.3,15.5,0.0,0.0,0.0,1.0,0.0,0.0,20.1,1.1,0.0,0.0,29.0,0.0,0.0,8.5,0.0,0.0,19.8,3.0,0,0,0.0,0,20.5,0,7.4,1.1,6.5
0.0,0.0,0.0,4.1,17.8,0.0,0.0,8.4,0.0,2.0,0.0,0.0,4.8,0.0,4.1,0.0,0.0,0.0,4.1,0.0,0.0,27.3,0.0,0.0,0.0,0.0,0.1,0.0,12.0,17.4,0.0,0.0,0.5,0.0,57.7,0.0,0.0,40.0,0.0,0.0,0.0,2.3,0.0,0.0,26.0,2.5,0.0,9.2,9.5,0,20.1,7.2,0,63,31.4,25,19.8,110.2
0.0,2.3,0.0,0.0,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9,4.3,0.0,0.0,0.0,3.8,0.0,0.0,0.0,1.0,0.0,0.0,0.1,3.7,7.6,38.4,11.5,0.0,0.0,26.0,13.0,0.0,13.8,2.0,0,0.1,0.0,0,0,0,1.2,49.3,0
0.0,5.6,0.0,0.0,0.0,24.9,0.0,0.0,0.0,0.0,2.0,0.0,4.3,38.1,0.0,0.0,0.0,0.5,0.0,3.3,0.0,0.0,0.0,0.0,2.5,0.0,2.4,0.0,6.1,53.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.7,0.0,0.0,1.2,93.0,0.0,0.0,0.0,0.0,0.0,1.1,0.3,3.4,11.4,0.5,0,0,2,88.5,30.9,0
0.0,22.4,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.0,0.8,0.0,0.0,0.0,0.0,23.6,0.0,2.5,0.0,0.0,0.0,0.7,8.5,0.0,71.3,29.1,0.6,0.0,0.0,0.0,0.0,0.0,6.1,5.0,1.0,40.0,1.4,7.8,29.5,1.5,0.0,0.0,8.9,0.0,5.0,4.5,0,0.6,0,0,6.4,0,2.1,0
0.0,0.0,0.0,35.3,0.0,0.0,0.0,0.0,18.0,0.3,41.9,0.0,0.0,0.0,86.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,15.7,0.0,0.6,6.9,1.4,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.3,0.0,36.2,6.4,7.5,0.0,1.0,0.5,4.7,0.0,0.0,0,0,0.0,0,1.6,0,45.4,0,0
0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,13.7,0.0,2.0,2.3,0.0,0.0,0.0,19.3,0.0,2.1,64.6,0.0,32.8,0.0,0.0,47.8,7.4,0.0,0.0,4.2,0.0,3.0,0.0,25.0,0.0,3.4,15.0,0.0,9.5,2.3,6.3,0.0,0.0,0.0,0.0,0,2.8,0.0,0,0,0,23.8,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,1.0,57.5,0.0,0.0,90.5,30.3,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.6,0.0,6.7,1.7,0.0,0.0,0.0,0.0,0.0,2.0,6.5,0.0,0.0,0.0,0.0,0.0,0,0,7.8,0.8,1.1,10.5,36.9,0,2.5
0.0,0.0,0.0,1.0,17.8,0.0,7.6,0.0,1.5,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.8,2.0,71.7,11.2,1.3,0.0,0.0,6.2,1.1,0.8,0.0,23.0,7.4,0.0,0.0,43.2,0.0,0.0,10.5,37.6,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0,0,0.6,0.4,35,0.7,0.7,0,0
0.0,29.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10.2,26.2,0.0,0.8,0.0,0.0,0.0,5.8,0.0,0.0,1.6,16.7,12.3,47.2,0.0,0.6,0.0,3.1,53.7,0.0,5.5,0.0,0.0,1.1,0.0,14.0,38.5,0.0,0.0,28.0,10.0,0.0,0.0,4.0,0.0,24.2,0.0,0.0,22.1,0,0.2,8.2,0,0,3.3,2.3,0
22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,11.2,0.0,1.3,0.0,0.0,0.0,6.1,0.0,0.0,39.0,0.7,0.0,0.0,34.1,0.0,0.0,82.8,27.1,5.0,0.0,0.0,0.0,3.5,0.0,22.5,41.4,0.0,0.0,0.0,40.5,0.0,0.0,0.0,15.0,0.0,0.0,0.0,7.5,0,0.5,0,11.2,0,0,0,4.8
8.9,5.3,0.0,15.2,0.0,0.0,34.5,0.0,17.5,0.0,0.0,0.0,0.0,15.7,19.6,0.0,0.0,0.0,21.8,0.0,0.0,22.1,0.0,7.5,0.0,0.0,0.5,0.0,6.2,14.9,0.0,14.0,0.0,0.0,0.0,25.8,27.5,42.6,0.0,2.2,0.0,29.0,2.1,2.0,0.0,0.0,0.0,0.0,10.1,2.7,0,0.3,0,0.3,0,0,0,0.4
0.0,0.0,0.0,39.9,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8,0.3,1.8,0.0,0.0,0.0,10.8,0.0,0.0,0.1,0.0,1.0,0.0,0.0,5.2,0.0,0.0,48.0,12.0,0.0,15.6,0.0,0.0,1.3,6.6,0.0,0.0,0.0,0.0,0.0,0.0,31.5,0,0,0.0,0,11.6,0,0,0.3,0
0.0,5.1,0.0,5.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.5,12.1,15.4,0.0,0.0,0.2,2.4,36.5,4.0,0.0,1.2,9.5,3.0,53.7,1.1,20.9,0.0,12.7,0.0,25.5,0.0,0.0,0.0,24.1,0.7,0,0,20.8,0,9.6,0,0,0,0
22.1,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,1.3,7.1,2.5,0.0,6.1,0.0,39.0,39.4,0.0,1.9,0.0,54.8,0.0,0.0,0.0,2.2,6.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,3.4,0.0,0.0,0.0,27.2,0.0,0,0,0.2,0,6.2,7.7,0,0,21.6
7.6,0.0,0.0,14.0,5.1,0.0,5.1,0.0,1.0,1.0,4.3,0.0,0.0,0.0,0.0,0.3,21.8,0.0,0.0,0.0,0.0,0.0,28.7,19.9,0.0,40.7,14.4,17.1,6.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,4.6,2.4,0.0,0.0,0.0,2.0,0.0,20.9,0.0,0,0,0.0,0,15.5,2.9,0,0,1.5
0.0,0.0,0.0,0.0,7.6,0.0,21.6,8.9,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,5.0,26.3,0.8,0.3,13.0,2.1,0.0,23.9,0.0,0.0,13.0,0.0,0.3,0.0,0.0,0.0,14.4,0.0,0.0,5.6,13.3,0.0,0.0,2.0,0.0,0.0,1.6,0.0,0,0,0.0,15.2,3.1,7.7,0,0,18.2
12.7,0.0,0.0,14.0,0.0,14.2,11.4,0.0,3.8,0.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,7.3,7.0,38.6,0.0,0.0,0.0,0.0,13.6,1.0,0.0,24.8,0.0,0.0,0.0,1.2,0.0,15.8,0.0,1.6,0.0,2.3,0.0,0.0,3.0,0.0,17.3,0.0,0.0,0,5.5,24.7,0.2,20.5,15.5,0,0,0
0.0,40.9,15.5,0.0,0.0,0.0,0.5,0.0,57.7,34.3,0.0,0.0,0.0,0.0,17.5,18.0,3.6,0.0,0.0,0.0,0.0,0.0,16.8,1.3,0.0,0.0,0.0,0.0,43.5,3.3,0.0,0.0,0.0,0.0,0.0,0.0,7.3,1.3,0.0,0.0,14.8,3.9,0.0,1.5,26.3,2.8,8.4,0.0,0.0,0,0,0.0,12.4,8.5,12.2,2.8,0,2.8
0.0,5.3,0.0,14.2,0.0,13.0,0.0,27.7,1.3,0.5,0.0,0.0,4.8,0.0,0.0,0.5,2.0,0.8,1.3,0.0,0.0,0.0,36.1,2.0,7.6,0.0,0.1,23.7,1.8,2.0,0.0,21.9,0.0,14.3,0.0,0.0,89.5,0.5,0.0,0.0,0.3,5.9,0.0,5.5,22.5,0.0,0.1,0.0,0.0,0,25,0.0,0,10.8,8.4,4.4,0,0
0.0,0.0,0.0,0.0,0.0,0.0,1.5,19.3,0.0,33.8,0.0,0.0,34.0,2.0,0.0,16.0,5.6,0.0,0.0,0.0,0.0,4.0,1.8,0.0,0.0,0.0,0.6,0.3,0.0,34.2,0.0,48.4,0.0,13.5,0.0,0.0,12.5,1.6,2.3,0.0,5.8,32.0,0.0,0.0,0.0,0.0,14.3,2.2,0.0,0,0,0.0,0,2.8,0,11.8,0,1
0.0,0.0,42.2,0.0,0.0,15.7,0.0,0.0,15.2,0.0,1.0,0.0,0.5,0.0,6.1,3.3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.4,29.9,0.0,0.0,20.0,22.4,0.0,2.0,0.0,0.3,0.0,0.0,0,0.5,0.0,32.4,0,0,0,0,0
0.0,0.0,26.4,0.0,0.0,59.7,4.6,20.8,0.0,0.0,1.3,0.0,0.0,57.7,22.1,45.2,10.4,0.0,0.0,0.0,0.0,0.0,18.6,2.3,0.0,3.8,5.6,0.0,33.0,0.0,5.1,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,6.4,8.0,1.2,1.9,0.0,1.0,0.0,0.0,0.0,10.8,0,16.9,0.0,0,0,0,0,0,0
0.0,0.0,2.5,0.0,0.0,8.4,42.9,6.9,0.0,0.0,4.3,0.0,7.1,0.0,0.0,23.4,24.6,0.0,0.0,0.0,0.0,0.0,1.6,4.8,1.8,12.6,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,27.0,0.0,6.5,0.0,3.2,0.0,43.0,0.0,0.0,0.0,3.2,0,28.9,0.0,0,0,0,0,0,0
0.0,0.0,0.0,13.2,0.0,0.0,17.8,10.4,0.0,0.3,12.7,0.0,3.6,13.5,8.4,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.1,0.0,0.0,0.0,31.3,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,5.4,13.4,0.0,0.0,56.5,0.0,0.0,0.0,3.5,0.0,0,0,0.0,0,0,7,2.6,0,0
20.1,0.0,0.0,0.0,0.0,0.0,5.1,0.8,0.0,1.3,2.8,0.0,0.0,0.0,0.0,38.4,0.0,0.0,15.2,0.0,2.0,20.6,0.0,0.0,8.1,3.3,0.0,0.0,38.9,6.2,35.2,0.0,0.0,19.0,1.2,0.0,0.0,1.7,0.1,0.0,0.0,1.1,0.0,49.5,0.0,0.0,0.2,9.0,0.0,0,6.9,0.0,0,0,6.3,16.3,0,0
28.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.5,0.0,28.4,8.4,0.0,4.6,12.4,5.1,1.5,13.5,90.2,0.0,0.2,1.0,0.0,0.0,2.3,19.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,26.3,0.0,0.0,0.0,0.0,5.0,0.0,5.8,0.0,28.7,0.0,8.8,4.8,0.0,0,0,24.7,23.6,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.0,0.0,8.4,2.5,0.0,0.0,0.0,0.0,0.0,36.8,19.8,0.0,0.0,0.0,0.0,18.1,0.0,5.4,3.2,0.0,0.9,0.0,8.0,0.0,16.0,0.0,5.0,0.0,1.1,0.0,24.0,22.0,0.0,0.0,3.5,0.0,0.0,0.0,8.8,0.0,0,5.9,0.0,0,0,8.3,1.3,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,0.0,0.0,18.8,38.1,0.8,0.0,1.0,0.0,7.6,0.0,26.4,0.0,0.0,7.2,0.2,2.1,0.0,1.0,0.0,0.0,5.3,0.6,0.0,68.5,0.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,8.1,0.0,0,0,0,98.4,0,0
