1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,1.3,0,0,4.6,0,0,2.5,0,0.5,2.3,0,0,0,0,0,0,0,9.7,0,0,0,0,35.8,11.7,0,0,0,0,0,0,0,19.6,0,0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0,0,0.4,4.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,7.6,32.3,2.3,0,0,0,0,0,2.5,0,0,0,0,13.7,0,0,0.8,0,0,0,0,1,0,36.1,0,1.3,0,0,0,0,16.8,0,0,1.1,0.0,0.0,4.7,0.0,0.0,0.0,0,4.8,0.0,0.0,0,0,1.7,4.5,0,0,0,0,0,0,0,0,0,0,2.4
0,0,0,4.6,0,0,1.8,0,1.3,0,0,39.4,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,3.6,0,0,0,12.2,0,0,0,0,1.5,0.8,0,0,0,1.5,0.5,2,0,0,0,0,0,0,0.4,0.7,0.0,0.0,0.6,4.2,0.1,0.0,0,2.3,0.0,0.0,0,0,2.9,4.7,0,0,0,0,0,0,1.9,0,0,0,2.2
0,0,0,0,0,0,15.2,0,0,0,0,0,2.3,0,0,0,0,3.3,0.5,0,0,0,0,0,0,0,0,1,61.7,0,0,0,0,0,0,1.5,0.8,0,5.1,0,2.3,0.5,0,0,0.5,0,0.7,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7,0.0,0.0,0,0,3.3,7,0,9.9,0,0,0,0,0,0,0,0,0
0,0,0,0,8.1,1.3,0,0,0,0,0.8,0,2.3,7.9,0,0,3.8,5.1,0,0,0,0,0,0,0,0,16.5,0.3,0.5,0,0,0,0,0,0,0,37.6,0,0,0,0,0.7,1,0,0,5.3,0,0,0,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0,0,1.6,7.2,0,0,10.2,0,0,0,0,0,0,0,0
0,0,0,0,7.6,0,0,0,0,0,0,0,1.8,0,0,0,5.3,0.5,0,0,0,3,0,0.8,0,0,3,4.8,0,0,0,0,0,0,0,0,0,0,0,2.8,0,15,12.4,0,0.3,0,4.8,0,0,0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.3,4.9,0,0,0,0,7.2,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,0,0,8.6,0,1,4.1,0,7.6,2.2,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,4.6,0,0,0,0.5,2.2,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1.6,0,0,0,0,3.4,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,21.6,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0.5,1.8,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,3.4,0,0,0,1.0,0.2,0.0,25.9,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2.3,5.9,0,0,0,0,0.9,0,0.6,0.0,7.1,7.3,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2.4,0.8,0,0,0,0,15.6,0,0,1,0,0
0,0,0,5.1,0,0,0,0,0,0,0,0,7.6,0.3,0,0,0,0,0,0,36.8,1.5,0,0,0,0,0,0.2,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0,0,1.8,0,0,2.7,1.3,0.1,1.3,29.7,2.3,0.0,0.0,27.5,0,0.0,0.0,0,0,0.1,3.1,1.3,3.2,0,0,0,13.4,0,0,0,0,0
0,1.5,0,6.1,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,5.8,0,7.4,0,0,0,0,0,0,0,0,0.1,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,1.1,1.8,2.6,5.1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,5.6,0,0,0,0.3,1.5,0,0,0,0,0,0,0,0,1,0,0,0,5.3,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0,0,10.9,0.0,0,0,0.9,4.9,2.9,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0,0,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0.8,0,0,0,0,0,0,14.9,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,15.8,0.0,0,0,1.1,5.1,0.9,0,0,0,0,0,0,0,0,0,0
0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,1.3,4.1,0,0,0,0,0.3,0,0,6.9,0,3,0,0,0,0,0,0,0,19.3,0,0,0,0.3,0,0,27.7,0,0,8.5,0,0,0,19,25.8,1.5,0.0,0.0,0.0,0.0,0.0,1.2,0,0.2,18.7,4.8,0,0,0.6,6.2,0.8,0,0,0,0,0,10.9,0,0,0,0
0,0,0,19.8,0,6.1,3.3,7.4,2.5,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0,0.5,0.9,0,0,0,0,0,0,5.8,0,0,0,0,0,0,3,0,0,0,0,0,1.5,1.2,3.9,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0,0.3,9.8,0.0,0,0,0.1,3.4,0.1,0,0,0,0,0,4.3,0,0,0,0
0,0,0,0.5,0,9.1,0,4.8,7.6,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,4.4,0,0,0,1.6,0,0.7,0.0,0.0,3.5,0.0,0,2.5,0,0.8,5.0,0.0,0,0,0,2.3,0.4,0,0,0,0,0,0.3,0,1.7,0,
0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0.4,0,1.5,0,0.0,0.0,0.0,0.4,0.0,0,0.0,0,0.1,8.9,0.0,0,1,0,1.4,0,0,0,0,0,0,0.1,0,0.9,0.1,
0,0,0,0,0.8,0,0,0,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,2,0,0,0,1.2,0,0,11.4,0,0.0,0.0,0.0,0.1,0.0,0,0.0,0,0.2,0.0,0.0,0,0,0.2,1.3,0,0,0,0,0,0,0,0.1,0,0.2,
0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.1,0.0,0.0,0,0,0,2.7,0,0,0,0,51.6,0,0,0,0,2.7,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1.7,
0,0,0,0,0,0,0,0,0,0,37.8,0,0,4.6,0,0,0,0.3,0,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.1,0.1,0,0,0,0,0,0,0,0.2,0.7,4.5,
0,0,0,0,0,0,0,0,0,1,0.5,0,0,6.4,0,0,0,3.6,0,0,0,6.9,0,0,0,3.6,0,0,0,0,0,0,0,0,3.6,0,0.8,0,0,0,0,0,0,0,0,0,0,0,29.4,0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.2,0,0.0,5.2,0,0,1.6,3.8,0,0,0,0,0,0,0,0.8,0.6,0.9,
0,0,0,0,0,0.3,0,0.5,0,0,0,0,5.1,0,0,0,0,1.3,0,0,0,0,5.6,0,0,0.3,0,10.4,0,1.5,0,0.3,0,0,0,0,0,0,0,1.8,0,0.5,2.5,0,29.7,0,0,0,0,0,0.0,1.1,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,2.9,0.7,2.6,0.2,0,0,0,0,0,0.2,2.6,0.3,0.4,
0.3,0,0,0,0,4.8,0,1.5,0,0,2.5,2.5,3.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,1.8,0,0,0,3.8,6.1,4.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,4.1,0.4,0,0,0,0,0,0,1.5,0,0.2,
0,0,0,0,0,1,0,0,0,0,2,1,0,5.3,2.3,0,0,0,0,0,20.1,0,0,0,0,0,0,0,0,0.8,0,0,0,0,2.5,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2.3,0,0,0,3.3,0.2,0,0,0,0,0,0,0.1,0,0.1,
0,3.3,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.3,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,2.3,0,3.1,0.6,0,0,0,0,0,0,0.1,0,0,
0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0,1,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,5.6,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,11.5,1.0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,
0,0,1.5,0,0,8.4,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,7.1,0.3,2.6,0,0.0,0,0,1.0,0.0,0,0,0,0.3,0.1,0,0,0,0,0,0.1,0,0.4,0,
0,0,0,0,0,0,6.9,0.5,0.3,0,0,0,1,0,0,0,0,0,0,0,0,11.9,0,0,2,0,0,0,0.8,0,0.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,21.3,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0.1,0.1,0,0,0,12.4,0,1,0.1,0.1,0.7,
0,0,0,0,0,2.5,0.3,11.2,0,0,0,0,0,0,0,3.6,0.5,0,9.9,0,0,0,6.1,0,0,0,0,0,0,0,1,22.4,0,0,0,0,0.3,0,0,0,0,0,0,0,0,7.2,0,0,0,0,1.2,0.0,12.4,0.0,0.0,2,0.0,0,0,0.0,0.0,0,0,5.8,0.6,0,0,0,0,0,0,0.1,0,0,0,
0,0,0,0,5.8,0,8.1,0,0,0,0,0,0,0,0,3,0.3,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0.2,0.0,0.0,0.1,0.0,0,0.0,0,0.2,0.0,0.0,0,0,2,0.6,0,0,0,0,0,5.4,2.2,0,0,0,
0,0,0,0.5,3,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,1.8,0,2.8,0,0,0,1.5,0,0,1.5,1.5,1.3,0,0,1.5,0,0,0,0,0,0,0,0,0,2.2,1.1,0.0,0.0,0.0,0.0,0,0.0,1,0.1,0.0,1.6,0,0,1.1,0.4,0,0,0,0,0,5.9,3.1,0,0.1,0,
0,0,0,0,0.5,0,0,0,0,35.6,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,7.4,0,0,0,1.3,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.3,0.0,0,0.0,0,1.7,4.8,0.0,0,0,0.9,1.4,0.2,0,0,0,0,3.7,4.1,0,0.3,0.9,
0,0,1,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1.8,0.0,0.0,1.6,0.0,0,0.0,0,0,0.0,0.0,0,0,0.4,2.9,2.6,0,0,2.3,0,0,1.6,0,2.7,4.6,
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,7.4,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6,2.3,0,0,3.7,0,3.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.4,0.2,7.4,0,0,8.6,0,0,1.5,0,1.8,0.3,
0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,24.6,0.5,0,0,5.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.1,0.0,0.0,0,0,0.5,3,3.4,0,0,0,0,0,0.5,0,0.1,0,
0.8,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0.8,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.3,0.0,0.0,0,0,0.2,4.4,0.6,0,0,0,0,0,0.4,0.2,0,0.2,
1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.1,0,0,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1.3,0.3,0,0,0,0,2.3,0,0,1.0,0.0,0.0,0.1,0.0,0,0.0,0,0.5,0.0,0.0,0,0,0.1,3.1,0,0,0,0,0,0,0.6,0.1,0,4.6,
0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0.3,0,0,0,0,0.5,0,0,0,0.8,0,0,0,0.5,0,0,0,0,0,0,0,0,3.4,0.0,0.0,0.0,0.0,1.4,0.0,0,0.1,0.0,0.0,0,0,0,2.1,0,3.9,0,0,0,0,0,0.1,0,2.2,
0,0,0,0,0,0,0,0,3.3,0,4.3,0,14.7,0,2,0,0,0,0,0,1.8,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0,0,0.0,0.0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,1.1,
0,0,0,0,0,0,0,0,0,4.8,0.8,0,4.6,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,4.9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,3,0.3,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,1.8,0,0,3.8,2,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.5,0,0,0,0,0.8,0,0,0,0,22.9,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,6.2,0,0,0.0,0.0,0,0,0,1.2,0,0,0,0,0,0,0,0.2,0,0.1,
0,0,0,0,0,0,1.3,0,0,0,0,0,0.3,0,0,0,2.5,0,0,0,4.3,0,0,0,1,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,16.2,0.0,0.5,0.0,0.0,0.0,1.6,0.0,0,0,0.0,0.0,0,0,0,0.8,0,0,0,0,0,0,0,0.3,0,0.1,
0,0,0,0,0,0,3.8,0,0,1.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,5.3,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.9,0.1,0,0,0,0,0,14.9,0.1,0,0,0,
0,0,0,0,0,0,0.8,0,0,1,0,0,0,0.8,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.3,5.3,0,0,0,0,0,0,2.6,0.1,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0.5,0.1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.1,0.0,0.0,0,0,0.2,2.3,0,0,0,0,0,0,1.4,0.1,0,0.1,
0,0,0,0,0,1.3,0,0,0,0,1.3,0,0.3,2.8,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.3,0.7,0,0,0,0,0,0,0,0.2,0,0,
0,0,0,0,0,0.5,0,0,0,5.8,0.8,0,2.3,0,0.3,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.7,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0,0,0.0,0.0,0,0,0.2,2.7,0,0,0,0,0,0,0,0.1,0,0,
4.1,0,0,0,0,1.8,0,0,3,1.8,1.5,0,4.3,0,0,0,0.3,0,0.3,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0.0,3.5,0.0,0.0,0.0,5.0,0.0,0,0,0.0,0.0,0,0,0.1,1.9,0.2,0,0,0,0,0,0,0.1,0,0,
2.8,0,0,0,0,0.5,0,0,3.8,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.5,0,0,0,0,0,0.3,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,18.9,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,3,0.1,0,0,0,0,0,0,3.1,0,0,
3.6,0,0,0,0,1,0,0,0,0,0.8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0.0,5.4,0.0,0.5,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.9,0,0,0,0,0,0,0,1.8,0,0.1,
2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0.8,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0.3,
0,0,0,0,0,0,11.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0.3,0,0,0,2.5,0,0,0.5,0,0,0,0,0,6.6,0,4.6,0,0,0,0,0,2.4,0,0,0.4,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,
0,0.8,0,0,0,0,0.3,9.4,0,0,1,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,2.5,0,0,0,0,0,0,4.1,0,0,0,0,0,0.3,0,0,0.5,0,0,15.8,0,0.3,2.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4,
0,0,0,0,1.3,0,2.5,1,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0.2,
0,0,0,0,0,0,0,3,0,0,0,0,0,1.3,10.2,0.3,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.0,1.4,5.7,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0,0,2.8,2.1,0,0,0,1.2,0,3.4,0,0,1.8,0,
0,0,0,0,0,0,7.9,0,0,0,0,1,0,1.3,0.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,1.9,3.5,0.1,0,0,1.4,0,0,0,0,6.1,0.1,
0,0,0,0,0,0.3,4.1,0,0,0,0,0,0,0,4.6,0.3,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16.2,0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2,5.5,0.2,0.2,0.6,0,0,0,0,0,0,0.8,0.3,3.3,
0,0,0,0,0,0,3.8,0,0,0,0,4.1,0,0.8,0,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,0,0.8,11.9,0,0,0,0,0,0,0,0,16.6,0,4.2,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,
0,0,2,0,0,1.5,3.3,0,0,0,0,0,0.8,0,0,0,0,0.3,0,0,0.8,0.3,0,0,0.3,0,0,7.9,0,0,0,6.1,0,0,0,0,0,1.3,0,0,0,1.5,0,0,0.5,0,0,1.8,0,0,2.4,1.0,0.0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0,0,0.1,0,0,0,0,0,0,0,0,0.9,0,0.1,
0,0,0,0,0,5.8,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0.3,0,1.3,0,0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,
0,0,0,0,34.8,1.5,8.9,0,0,0,1.3,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0.8,0,5.1,0,0,0,0,0.6,0,0,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,0.4,5.3,0,0,0,0,0,0.1,0.6,0,
0,0,0,0,0,0,0,0,0,0,0.8,0,0.8,0.8,0,0,0,0,0,22.9,0,0,0,0,0,0,0.5,0.3,0,0,0,3.8,0,0,0,0.8,0,0,0,2,5.6,0,0,0,1.3,0,0,0,1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0,0,1.1,0.2,0.8,0,0,0,0,2.8,0,0,2.9,0,
0,0,0,0,0,0,0,0,0.8,0,0,0,0,1,0,8.9,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,2.8,1.3,0,0,0,0,0,0,0,3,4.1,0.5,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3,0.0,0.0,0,0,2.7,2,0.2,0,0,0,0,0,0,0,2.5,0.1,
0,0,0,1,0,2.5,0,0,2,0,0,4.8,0.3,0.5,0.3,4.8,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.3,0,1.5,3.9,0,0,0,0.7,0,0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,8.2,3.1,0.8,0,0,0,0,0,0,0,0.2,0.4,0,
0,0,0,0,2,0,0,0,0,0,0,1.3,0,0,4.3,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0,0,0.0,0.0,0,6,1.7,0.3,0,0,3.7,0,0,0,0,0.2,0.1,0.2,
