y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015
9999,4.3,211.6,1.0,2.5,0.8,0.5,0,0,7.1,3.3,7.4,0.3,19.6,0,0.8,14.2,0,2.7,4.3,3,0,0,0.1,0,0,23.9,0,0.9,9.7,0,33.8,6.6,25,10.8,0,13.1,112,0,1.2,0,0,0,4,0,0,0,0,0,0,0
9999,0.0,50.8,2.5,0.0,0.0,0,0,0,2,5.8,0,19.8,0,7.6,0,15.2,0,0,31.5,3.5,0,0,81.5,0,0,0.1,0,3.8,0,0,3.4,1.6,10,0,0,0,14,0,0.3,0,3.2,0,0,0,3.5,0,0,0,0,0
9999,3.0,5.1,0.0,0.0,0.0,0,37.6,2.5,4.1,0.5,0.8,11.4,2,50.3,0,3,0,0,4.6,5.4,0,0,10.3,0,1.2,14.7,1.7,2.3,0,0,2.2,2.6,0,0,0,0,0,0,0,0,0,0,5.5,5,0,36.1,0,0,2.3,17.5
9999,0.0,5.6,0.0,0.0,0.0,0,0,5.8,0,0,1,2.5,89.9,0,0,11,0,0,15.2,4,5.4,0,10.1,3.4,7.8,0,39.4,2.6,0,0,4.2,0,4,16.6,0,0,13,36.7,0,0,7,0,7.7,5.6,0,14,0,0,6.1,0
9999,0.0,0.3,0.0,2.0,0.0,0,1.8,4.6,0,0,4.8,25.4,53.3,0.3,7.9,3.2,0,0,9.8,3,11.2,0,1.1,0.2,0,0,0,0,0,0,2.1,0,8,0,6.9,13.2,25,0,12.6,0,0,0,0,14.5,42.2,13.7,21.4,0,3.4,0
9999,0.0,5.8,0.8,4.6,0.0,0,1,12.4,4.6,0.3,33.8,1.5,3.8,1.5,0,2.2,0,0,10.3,7.9,0,0,0,0,0,0,0,1.3,0,0,4.4,6.8,5.8,0,0,48,27,0,0,0,7.3,0,0,3,0,0,0,0,2.3,0
9999,13.5,6.9,3.0,1.5,0.0,8.4,0,19.6,7.1,0,5.1,0.5,0,0,0,0,0,0,0.5,22.4,1,0,0.2,0,11.8,0.5,0,0,0,0,2.4,0,0,0,15.3,1,0,27.5,0,0,0,0,0,33.5,0,18,1.1,0,6.3,0
9999,1.8,0.0,0.0,6.6,0.0,0.5,0,6.9,0.5,0,4.1,1,10.4,0,7.1,0,22.2,2.8,0,30.2,14.5,1.1,0,0,0,0,3.6,0,0,0,0.8,0,0,2.6,0.7,55.1,32.7,13,0,0,0,12.5,0,16,0,0,13.7,0,0,0
9999,0.0,8.9,0.0,30.0,0.0,9.7,20.1,35.8,0,0,8.9,0.3,0,4.3,0,0,24,10.5,0.6,37.4,2.9,0.6,0.6,9.6,0,0,0.1,0,0,0,0,0,2.2,0,0,44.1,14.2,3.7,0,0,6,0,0,38,3.5,4.6,3.1,0,0,0
9999,0.0,0.0,0.0,1.8,0.0,0.8,0,0.3,0,0,0,0,1.5,0,0,0,3.5,0,0,37,0,2,0,10.3,0,0.7,59.6,54.1,0,12.5,0,0,5,0.4,6.9,0,13,8.2,0,0,0.5,4.5,0,0,1.5,12,7.2,0,0,2.6
9999,0.0,5.6,0.0,0.0,0.0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,3,0,0.4,1.4,3.1,3.3,7.6,0,0.8,0,0,41,11.7,29.4,0,43,0,0,0,5.5,5,0,0,0,5.5,4.2,0,0.4,0
9999,0.0,0.0,1.3,0.0,2.0,0,3,0,0,0,3,1.5,0.8,0,4.3,27.2,11,0,0,9.8,1.1,47.5,0,0,3.9,5.3,0.1,6.8,46.8,15.7,0,0,0,1.5,32,0,0,0,0,0,6.2,5.5,1.5,0,0,0,0,0,3.1,0
9999,0.0,0.0,16.8,0.0,0.3,4.8,18.3,12.4,0,0,6.4,1.5,0.3,0,0,0,24,0,0,15.3,20.1,0,0,0,0,4.1,0,9.1,38.7,0,0,2.2,0,3.3,0,0,0,16.8,0,0,11.5,0,0,0,17.4,54.1,0.9,0,0,0
9999,0.3,8.9,0.8,0.0,0.0,0.8,0,17.3,20.3,1.5,13.7,0.5,0,0,0,1.3,0,0,1,0.8,3.9,1,3.3,0,0,5.5,3.7,0,0,0,0,11.7,0.1,18,0,0,0,9.9,0,1.5,0.5,0,0,0,0,0,3.4,0,0,0
9999,0.0,1.8,1.8,0.0,0.0,0,0.3,0.3,22.1,1,0.3,0.5,0,9.9,0,0,18,0,62.5,10,0,0,3.8,0,0,1.6,0,0,0,0,0,0,5.3,2.5,2.1,0,0,8.1,0,0,28,0,0,0,5.5,0,17.6,0,0,0
9999,0.8,6.4,0.3,0.0,6.6,0,0,0,43.4,0.8,0,1,14,0,49.8,0,0,7.5,18.8,1.9,0,0,0,0,4,0.5,0,0,0,0,0,0,4,3.8,0,0,0,1.6,0,0,14.9,1.5,0,0,19.9,0,0,0,0,4.5
9999,0.0,0.8,0.8,20.1,0.8,0,0,0,19.1,0,2.8,0,9.1,11.2,1.8,1,0,0,2,0,0,1.5,0,0,0,0,0,0,0.3,0,0,0,0,1.2,0,4.4,94,0,5.1,0,0,36.2,0,1,0,0,1.7,0,0,13
9999,2.0,0.0,0.0,4.8,0.0,0,0.3,62.2,30.7,0,0,1,3.8,0.8,4.3,0,36.5,0,0,0,2.2,29.1,0,0.4,0,0,0,0,0,0,0,0,0,9.5,8.7,4,0,11.9,21,0,0,1.5,0,1,20.6,0,15.6,0,0,44.1
9999,0.3,0.0,0.0,21.6,0.0,18.3,8.9,13.7,19.3,0,0,0,6.4,0,0,0,0,0,0.7,0,19,0,7.1,2.1,0,0,0,0,0,0,0,22.1,0,9.5,0,4,0,0,0,0,7.5,11.3,0,1.5,30,34.7,21.4,0,0,1.6
9999,1.8,0.0,0.0,42.7,0.0,0,0,0,8.6,0,0.8,0,0,0,0,0,0,0,2.2,29.4,11,0,7.6,0.5,0,0,0,0.2,0,0,0,1.3,0,18.5,0,0,0,0,2.2,7.8,0.5,0,0,2,8,23.6,7.1,0,0,2
9999,3.6,0.0,0.0,2.5,0.0,0,0,0,0,2,1.8,3.8,9.1,0,0,0,8.3,0,2,4.7,2,0,0,0.8,0,0,0,0,0,0.8,0,2.1,0,1,0,23.9,0,0,0,0,4.5,0,0,3.5,3.4,0,1,0,0,0
9999,0.0,11.4,0.0,0.3,0.0,0,0.3,0,2.5,2.3,0.8,0.3,26.4,0,3.8,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,5.5,0,0,0,0,0,0,0,0,0,0,12.2,6.5,1.6,0,0,0
9999,0.0,0.3,0.0,32.5,0.0,3,0,0,6.4,1.5,1.5,0,1.3,0,19.8,0,0,0.6,0,8.8,0,0,0,0.7,0,17.6,2.7,0,0,0,32,0.9,0,0.2,0,0,5.1,2.9,0,0,0,0,0,0,4.4,0,0,0,0,0
9999,0.0,0.0,1.5,29.2,0.0,0,2.3,3,2.3,0.8,0,0.3,0,0,0,0,0,6.6,22.9,0,0,0,0,3.1,0,5.6,0,4.9,0,0,0,5.1,1,1.2,0,4,9.7,1,0,0,0,0,0,0,0,0,0,0,4.2,0
9999,0.0,0.0,0.0,2.5,0.0,0,2.5,2.5,1.8,4.6,9.7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1.7,0,0,0,2.9,0,0,0,4.9,0,0,31.8,0,39,0,0,0,0,3.5,0,1,0,0,1.2,2.3
9999,0.0,0.0,0.0,2.5,3.0,0,0.8,0.5,0,1,0,2.5,0,0,0,0.3,2.8,0,8,46,0,0,0,1.5,0,0.3,0,0,0,0,0,10.6,14,11.3,0.3,0,0,0,31.7,0,0,0,0,0.5,0,18.7,0,0,1.7,3
9999,0.0,0.0,4.6,0.0,4.8,0,5.3,49,0,0,3.3,4.3,1.5,0,0.3,0,17.4,0,0,6,0,0,0,0,0,1.3,0,0,0,3.9,0,1.9,0,0,12.2,0,0,0,0,0,0,0,0,0,0,1.4,0,0,1.5,2.1
9999,0.0,1.0,6.4,0.0,0.0,0,0,0,0,0,3.6,4.8,5.1,0,0,16.6,0,0,0,5.3,0,0,0,0,0,1.3,0,0,0,0,0,0,0,3.4,2.8,0,0,0,0,0,1.5,0,0,0,0,0,0,0,3.4,0.7
9999,0.3,6.9,0.0,28.7,0.0,4.3,0,0,0,0,45.7,5.1,0,0,0,0.3,0,0,0,1,6.2,0,3.4,1.2,0,1.5,0,0,0,0,0,0,0,20.6,0,8.3,0,0.5,0,0,1.5,0,0,1.2,5.4,0,0,0,2.8,0
9999,4.1,3.3,0.0,15.0,0.0,0,0,0,0,0,8.1,5.3,8.4,1.8,19.8,0,1.7,0,0,3.9,4.1,0,0.3,0,0,3,0,0,0,0,0,0,0,5,7.1,1.6,0,0,1.2,0,58,2,0,0,4.3,0,3.1,0,0,0
9999,0.0,0.0,6.4,0.0,0.0,0,1,0.3,0,0,0.3,2,0,2.3,1.8,0,0,0,0,3.6,0,0,1.7,0,0,0,0,6.4,0,0,0,0,0,4.2,2.1,1.8,4.9,0,3,0,0.3,2.2,0,0,1,0,1.1,0,4.7,0
9999,0.0,0.0,0.3,0.0,22.4,0,17,1.8,0,0,1,0,0,5.1,0,0,0,0,0,1.6,0,0,0.3,0,0.8,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,12.2,0,0.8,0,0,0,0.8,0,0,20.1,33.5,0.1,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,2.6
9999,0.0,0.0,2.3,0.0,0.0,0,0,8.4,0,0,0,0,1.3,7.4,0,0,0,0,0,0,0,0,0,0.9,0,0,21.1,0,0.1,0,0,0,1.1,0,0,0,39.4,0,2.9,0,0,0,0,0,45.5,0,0,0,0.5,13.3
9999,7.9,0.0,0.5,0.0,0.0,0,2.8,6.6,0,0,0,0,7.9,0.5,2.5,0,0,0,0,0,0,11.5,1.8,0,0,1.1,0,10,0,0,0,0,8.7,0,4.4,0,0,0,5.1,0,0,6.5,0,0,1.6,0,0,0,0,42
9999,0.0,0.0,0.0,0.0,5.6,0,0,0.3,0,0,0,0,0.3,0,4.3,0,31,0,0,0,0,0.9,10.3,0.7,0,0,0,5.7,0,0,0,0,0.7,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0.6,19.5
9999,0.0,0.0,19.8,0.0,1.3,0,0,0,0,29.7,1.3,0,0,0,1.5,0,0.7,0,0,0,1.8,0.9,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,1.1,0
9999,0.3,0.0,0.0,0.0,0.0,0,1.3,0.3,0,0.3,2.8,0,0,0,2.8,2.1,4.5,0,0,3,0,0,0,0,0.3,2.9,0,0,0,0.3,0,0,0,0,0,0,0,0,27.7,0,3.9,10.5,0,0,0,0,0,0,0,42
9999,5.1,0.0,0.0,0.0,0.0,0,0,0.5,0,0.3,7.1,6.1,0.5,0,0,4.8,23,0,1.8,0,39.3,0,0,0,3.1,0.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0.7,0,0,0,0,0
9999,6.9,32.5,0.0,0.0,0.0,0,0,0,0,0,3,1,2,0,0,0,0,0,7.5,0,0.2,0,0,0,8.2,0,9.9,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0
9999,0.0,3.8,0.0,0.0,0.0,0,0,0,0,0,0,0,18.3,0,0,0,1,0,0,0,0.2,0,0,0,3.8,0,9.8,2.3,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,1.6,0,0,0,0,0
9999,0.0,2.3,0.0,5.6,4.8,7.6,0,2,0,0,0,0,0,0,0,2.3,3,0,0,0,0.2,0,0,0,2.5,0,34.1,0.5,0.6,0,0,0,0,0,0,0,0,0,1.1,3.7,0,0,0,0,9.6,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,1.5,0,0,0,0,0,0,0,0,0,14.1,0,0,0,0,0.6,0,0,0.4,0,0,0.2,15.8,0,0,0.8,0,0,0,0,0,0,0,1.5,0,1.5,0,0,0,2.6,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,6.9,0.3,10.7,0,4.3,0,2,0,0,0,0,0,0.1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,3,0.8,0,0,0,1.5,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,56.1,3.3,0,0,3.6,0,2,0,0,0,0,0,32.5,0,0,0,0,10.3,0,0,4,9.2,0,0,0,0,0,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.3,0
9999,0.5,0.0,0.0,0.0,0.0,0,0,2,1.3,0,0,0,1.3,0.5,0,0,0,0,8,0,0,0,5.5,0,0,0,2.5,0.1,0,0,0,0,0,2.2,0,0,0,0.7,0,1,1.2,0,0,0,0,0,0,0,1,0
9999,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,2,0,0,0,2.1,5.2,0,0,0,0,0,0,0,0,0,3.9,2.5,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
9999,2.3,0.0,0.0,3.8,0.0,0,0,0,1.8,0,0,0,0,0,0,2.7,0,0,0,0,0,0,2.1,1.1,0,0,0,0,3.6,0,0,0,0,0.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.3,1.8,0.0,0.0,0.0,0,2,0,1.8,2,0,0,1,0,0,35.8,0,0,0.2,0,0,0,2.2,0,0.4,0,0,0.1,0,0,2.1,0,0,1.4,0,0,1.2,0,0,0,0,0,0,0,0,0.1,0,1.8,0,0
6.9,0.3,3.8,0.0,0.0,0.0,0,3.6,0,0,0,0,0,0,0,0,8.5,3.5,0,0.4,0,0,0,5.6,0,27.7,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,1.2,0,0,0,0,1,0,0.7,0,0
7.1,0.0,0.0,0.0,0.0,0.0,0,0,0.5,1.3,0,0,0,0,0,0,0.1,1.5,0,0.9,0,0.6,0,8.1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.9,0,0.3,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,2.5,0,0,0,0,0,0.2,0,0
1.3,0.0,0.0,21.6,0.0,0.0,0,2.8,0.8,0.3,0,0.8,0,0,0,0,12,0,0,0,0,0.8,0,0.6,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0
4.3,0.0,0.0,16.5,0.5,0.0,0,0,2.3,8.1,0,2.3,0,0,0,0,5.3,0,0,11.5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.3,14.2,9.2,0,0,0.5,0,0,0.1,0,0,0,0,0,0.9,0,0
0.3,0.0,2.8,0.0,2.5,0.0,0,3,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,3.5,0,0,0.2
0.0,0.0,5.1,0.0,0.0,0.0,0,0,1,0.8,0,2.5,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,21.9,0.7,0,0,0,2.9,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.5,0.0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0.4,0,0.6,0,0,0,0,2.5,0,0,0,0,0,0
0.0,12.2,0.0,19.1,1.8,0.0,0,0,1,0,0,0,0,0,0,0,6.3,0,5.3,0,0,0,0,0.1,0,0,0,0,0,0,0.7,0,0,0,0,4.9,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.5,0.8,24.1,0,0,0,0,0,0,7.1,0,0,0,49.7,0,7,6.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,5.3,4.1,0,0,0,0,0,0,1.5,0,0,0,0,0,0
0.0,0.0,0.0,9.9,1.5,0.5,0,0.3,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3,0.8,0.0,25.9,0.0,1.5,0.8,0,0,0,0,0,0,0,1.3,0,0,0,0,59.2,0.5,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0
23.6,0.0,2.8,3.0,0.0,1.0,1.3,0,0,0,4.1,0.3,0,0,1.3,0,0,0,0,14.4,0,0,0,10.9,0,1.4,0,0,0,0.7,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0
10.9,2.0,0.0,0.0,0.0,0.0,10.4,0,0,0,0.5,1.3,0,0,0,0,29.5,0,0,0,0,0,0,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.7,0.0,0.0,0.0,0.0,0.0,0,0,0,3,1.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,7.2,0,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
23.6,0.0,0.0,0.0,0.0,0.0,0,2.8,0,1.8,0.8,0.3,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0.6,0.5,0,0,0,1.3,0,0,0,0,0,0,0
14.5,0.0,0.0,2.3,0.0,0.0,0,0,0,0,2.8,0.3,0,0,0,0,8,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0
19.3,11.2,0.0,6.1,0.0,0.0,0,0,0,0,0.3,0,0,0,0,0,36.6,0,0,0,0,0.9,0,0,0.9,0,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,0,2.6,0,0
0.0,0.0,0.0,10.4,0.0,0.0,0,0,0,0,0,0.8,0,0,0,3,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.3,0,0
0.0,1.5,0.0,0.0,0.0,0.0,1,0,0,0,0,7.1,0,0,0,0.8,4,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
4.8,0.0,0.0,27.7,0.0,0.0,0,0,0,2.3,0,1.3,0,0,0,0,23.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0
2.5,1.3,0.0,10.9,0.0,0.0,0,0,1,0.3,0,0,0.8,0,0,0,38.1,0,0,0,0,0,1.8,0,0,4.2,0,0.6,3.1,0,0.1,0,0,0,0,0,0,0,0,1.3,0,1.6,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3,0.0,0.0,0.0,1.3,0.0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3,0.0,0.0,16.8,0.8,0.0,0,0,0,3,0,0,0,0,0,0,19,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,0,1,2,0,0,0,0,0.2,0,0,0,0,0,0,0,1.8,1.2,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.5,0,0,0,0,7.8,0,0,0,0,0,0,0,1.1,0,0,0,0,0,1.2,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.8,0,0,0,0,35.8,0,0,11.3,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0
5.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,7.8,0,0,0.1,0.6,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.3,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,3.8,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,2.2,0,27.1,0,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.8,0.0,0.0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,3.3,0,0,0,0.5,0,0,0,0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0
9999,0.0,0.0,0.0,2.0,0.0,0.8,0,0,0,3,0.5,0,0,0,1.3,0,0,0,0,3,0.6,0,0,0,0.2,0,0.1,3.5,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
9999,3.8,0.0,0.0,5.6,0.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4.8,1.9,0,0,0,0.1,3.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,10.4,0.0,0.0,0.0,0.0,0,6.4,0,0,0,0,0,0.5,0,0,0,0,0,0,0,3.5,1.8,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0,0,0,0,5.3,0,0,0,0,0,0,0,1.2,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,1,0,0,0,0,0,0
9999,0.5,0.0,0.0,0.0,0.0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,3,0.5,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,2.3,0,0,0,0,1.6,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,1.2,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,5.1,0,0
9999,0.0,0.3,0.0,0.0,0.0,0,0,4.3,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0.2,0,0,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
9999,0.3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3.8,0,0.8,0,0,0,0,0,0,0.6,0,2.6,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0
9999,0.0,5.1,0.0,0.0,0.0,6.6,0,0,0,0,0,1.3,0.8,3.3,0,0,0,0,0,0,0,1.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
9999,0.3,13.0,0.0,0.0,0.0,0.3,0,0.3,0,0,0,0.5,0,6.6,0,0,0,9.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.5,0.0,0.0,0.0,0.0,0,0,0.5,0,0,0,1.3,0,2,0,0,0,0,1.7,0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0
9999,2.8,0.3,0.0,0.0,0.5,0,0,0,0,0,0,0.5,0,5.8,0.8,1,0,0,0.7,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,4.2,0,0,6.5,0,0
