y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015
9999,3.3,0.0,0.0,0.0,0.5,0,0,0.5,1.8,0,0,0,0,2.3,2.3,2,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1.5,0,0,0.9,0,0,9.6,0,0
9999,1.3,0.0,0.0,0.0,0.3,0,0,0,7.6,0,0,0,0,5.6,0,0,10.5,0,0,0,0,1.4,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,1,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,1.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,2,0,0,0,0,0,0,0,2.5
9999,0.0,0.0,0.0,4.1,0.0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,3.5,0,0,0,0,0
9999,0.3,0.8,0.0,0.0,2.3,0,0,0.5,0,0,2.3,0,0,2,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0.5,0
9999,1.3,0.0,0.0,0.0,0.8,0,0,1.3,0,0,2.3,0,0.3,1.8,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
9999,1.8,0.0,0.0,0.0,0.0,0,0,2,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0.2,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0,0,2,0,0,0,0,0,0,0,1.2,0,0,0,0.7,0,0,0,0,5.2,0,9.6,0,0,0,0,0,0,0,0.2,0,3.4,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,1,4.6,1.8,3,0.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,2.3,0.0,0.0,0,0.8,0,0.3,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,2.3,0,0,0,0,0,0,7.5,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,5.3,0.0,0.0,0,1,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.3,0.0,0.0,0,0.3,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,4.7,0,0.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.6,0,0,0,0,0,0,1.4,1.4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,2.3,0,0,0,0,0,1.3,1.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,8,0,0,0,0,6.5,0,0,2.4,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,2.5,0,0,0,0,0,2.5,4.1,0,1.1,7.5,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,3,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0.5,0,0,0,0,0,0,5.3,0,1.4,0,0,0,0,0,0,0,0,0,0,3,2.1,0,0,0,0,0,0.4,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8,0,0,0,9,0,0,15.1,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,9999
9999,0.0,2.5,0.0,0.0,0.0,0,0,0,0.3,0,0,0,1.3,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0.2,0,0,0,9999
9999,0.0,0.0,4.8,0.0,0.0,0,0,5.1,0,0,0,1.3,3.3,0,0,0,0,0,0,0,0,1.9,0,0.9,0,0.1,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.3,0.0,0.0,0.0,0.0,0,0,10.7,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0.9,0,0,0,3.6,1,0,0,0,9999
9999,0.0,5.8,0.0,0.5,0.0,0,0,3.3,2,0,0,0,0,2.3,1.3,0.5,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9999
9999,1.5,1.5,0.0,2.0,0.0,0,0,1.3,0.3,0.3,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.1,0,0,0,1,0,0.7,1.1,9999
9999,0.8,3.0,0.0,0.0,0.0,0,0,0,0,1.5,0,1.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.8,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,1.2,0,0.1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,1.5,0,0,0,0.3,0,0,0,11,0,0,0,0,0,1,0,0,0.5,0,0,0.1,4.6,0,4.5,3,0,0,0.1,0,0.7,0,0,0,5,1.6,0,0,0,0,0,0,9999
9999,0.0,5.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,0,0.1,0,0,0,0,1.4,0,1.3,0,0,0,0.4,0,0,0,0,0,1.5,0,0,0,0,0,0,0.2,9999
9999,0.0,0.0,0.0,0.0,0.0,0,1.5,0,0,0,8.9,0.3,0,0,0,0,7,0,0,0.8,0,0,0,0,0,2,0,0,3.4,1.9,0,0.3,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1.5,9999
9999,0.0,0.0,0.0,0.0,0.0,0,2.3,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,3.9,0,0,0,0,0,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,6.9,0,0,0,0,0,0,0,0,10.9,0.3,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6,0,9999
9999,0.0,0.0,0.0,0.0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,1.3,0.0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,1.8,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.5,0.0,0.0,0.0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,7.1,0,0,0,9.7,0,0,0,0,0,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,5.6,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,19.1,0.0,0.0,0.0,0.0,0,0,0,0.8,0,0,0,0,0,0,3.4,0,0,3.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,3.0,1.3,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,9999
9999,0.3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1.7,0,0,1.8,0,0,7,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.6,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,2.3,0,0,0.7,0,0,0,1,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,12.8,9999
9999,0.5,0.0,0.0,0.3,0.0,0,0,3.8,0,0,4.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,2.8,0,0,1,0,0,0,0.1,0,0,0,0,0.9,0,0,0.4,6.5,9999
9999,1.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,0.3,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,7.5,0,0,0,0,0,1.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0
9999,0.0,0.0,0.0,0.0,1.0,0,0,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.8,0,0,0,0,3.5,0,0,0,0,0,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
9999,0.0,2.5,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.3,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0
9999,0.0,2.5,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0,0,0,0,1.3,0,0,0,0,0,0,0,0.1,0,0,0,1.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.5,0.0,0.0,0.0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,2.1,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,1.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,0,0
9999,0.0,0.3,0.0,9.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.9,1.6,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,3.9,3.4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,1.8,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.9,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,1.4,0.1,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0
9999,0.0,0.0,7.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,6,0,0,0.5,0,0,0
9999,0.0,2.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9999,1.0,4.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,1.3,0,0,0,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,3,0,0.3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,2.7,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,1.5,0.0,3.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.3,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.5,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1.8,9999
9999,0.0,0.0,0.0,1.0,0.0,0,0,0,0.3,0,0,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,1.3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,2.3,0,0,0,0,0,1.2,0,0,0,0.1,0,0,0,1.1,0.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,23,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,1.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,2.1,0,0,0,0,1.3,0.2,0,0.2,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,1,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,10.2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.8,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,9999
9999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,0,0,0,0,0,0,3.7,0,9999
9999,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,9999
